id,comment,program,time
날아서통장탈출, 바로 지르러 갑니다,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074858
bae, 맛별로 다양하게 만들어져 내 입맛에 맞게,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074858
bae, 골라서 좋아요 잘 먹으깨요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074919
따봉아빠, 딸기맛 어떤가요?????,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075023
따봉아빠, ㅣ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075044
따봉아빠, 딸기맛 보여주세요~~~~,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075044
퇴근마렵다, 회사에서 몰래 방송 보다가 구매해버림ㅋㅋㅋ맛있어보여요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075147
퇴근마렵다, 작두콩맛은 처음 시도인데 맛있겠죠?,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075207
bae, '방송잘받어요 먹어보구 또 구매할깨요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075454
고등어조림, 쇼호님들 배탈나겠어요ㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075536
고등어조림, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_075742
shiiii, 잘봤습니당,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_080050
